Time,rsrpVal_signal_info(dBm),rsrqVal_signal_info(dB),rssilte_signal_info(dBm),snrVal_signal_info(dB),Sent Bytes,RATE(MBit/s)
Sat Aug 20 13:44:09 UTC 2022,-69,-13,-32,13.8,3210828484,29.6666008159941
Sat Aug 20 13:44:12 UTC 2022,-69,-13,-32,13.8,3219882396,24.3816719025809
Sat Aug 20 13:44:15 UTC 2022,-69,-13,-38,13,3231361570,31.0206479513997
Sat Aug 20 13:44:18 UTC 2022,-75,-13,-38,3,3243741042,32.4564514611948
Sat Aug 20 13:44:21 UTC 2022,-75,-13,-38,3,3254766322,29.9879500325094
Sat Aug 20 13:44:24 UTC 2022,-75,-13,-38,9.8,3266082214,30.721738167178
Sat Aug 20 13:44:27 UTC 2022,-84,-13,-53,5.2,3275739820,25.9324059006097
Sat Aug 20 13:44:30 UTC 2022,-84,-13,-53,5.2,3287520092,31.2992714680918
Sat Aug 20 13:44:33 UTC 2022,-74,-13,-43,19.8,3299904058,32.5339313445707
Sat Aug 20 13:44:36 UTC 2022,-80,-13,-43,9.6,3311688824,31.8023580614658
Sat Aug 20 13:44:39 UTC 2022,-80,-13,-43,9.6,3323467598,31.857332581586
Sat Aug 20 13:44:42 UTC 2022,-75,-13,-43,20.6,3334432958,29.6132709438217
Sat Aug 20 13:44:45 UTC 2022,-79,-13,-45,5.2,3346214728,31.6024200399736
Sat Aug 20 13:44:48 UTC 2022,-79,-13,-45,5.2,3357385314,30.0788854130718
Sat Aug 20 13:44:51 UTC 2022,-79,-13,-51,8.4,3368392618,28.6973491503716
Sat Aug 20 13:44:54 UTC 2022,-79,-13,-51,8,3379133278,28.4052844165378
Sat Aug 20 13:44:57 UTC 2022,-79,-13,-51,8,3390184024,29.4669640069267
Sat Aug 20 13:45:00 UTC 2022,-79,-13,-51,7.2,3400412368,27.0260449417414
Sat Aug 20 13:45:03 UTC 2022,-79,-13,-43,13.8,3411582954,30.103886089408
Sat Aug 20 13:45:06 UTC 2022,-79,-13,-43,13.8,3421842756,27.1543077904156
Sat Aug 20 13:45:09 UTC 2022,-79,-13,-43,17,3430164146,21.4033744991766
Sat Aug 20 13:45:12 UTC 2022,-79,-13,-43,10.2,3439216560,24.4888398881852
Sat Aug 20 13:45:16 UTC 2022,-79,-13,-43,10.2,3448274966,24.1146216210894
Sat Aug 20 13:45:19 UTC 2022,-79,-13,-43,8.4,3457628478,23.6095267023903
Sat Aug 20 13:45:22 UTC 2022,-79,-13,-43,8.4,3469225994,30.7042377767359
Sat Aug 20 13:45:25 UTC 2022,-79,-13,-43,8.4,3479190690,25.5410911468164
Sat Aug 20 13:45:28 UTC 2022,-79,-18,-60,-2.6,3492169362,35.2853866428552
Sat Aug 20 13:45:31 UTC 2022,-69,-13,-34,18.4,3505753226,34.0684068123387
Sat Aug 20 13:45:34 UTC 2022,-69,-13,-34,11,3520244878,39.1700591181932
Sat Aug 20 13:45:37 UTC 2022,-69,-13,-34,17.4,3533965060,36.1392767625319
Sat Aug 20 13:45:40 UTC 2022,-69,-13,-34,18.2,3548438736,39.0607126081049
Sat Aug 20 13:45:43 UTC 2022,-69,-13,-34,18.2,3562428558,37.1351344742863
Sat Aug 20 13:45:46 UTC 2022,-69,-13,-34,17.6,3576713486,37.9318584849229
Sat Aug 20 13:45:49 UTC 2022,-69,-13,-34,16.2,3591778872,40.6630886422707
Sat Aug 20 13:45:52 UTC 2022,-69,-13,-34,7,3606147688,38.0020692846588
Sat Aug 20 13:45:55 UTC 2022,-69,-13,-34,17.4,3620558448,38.4692926193953
Sat Aug 20 13:45:58 UTC 2022,-69,-13,-34,17.6,3634967710,38.5207819004181
Sat Aug 20 13:46:01 UTC 2022,-69,-13,-34,15.6,3648858664,37.1001881452602
Sat Aug 20 13:46:04 UTC 2022,-69,-13,-34,19.8,3663047720,38.3939702985226
Sat Aug 20 13:46:07 UTC 2022,-69,-13,-34,19.8,3676631584,36.4797166756601
Sat Aug 20 13:46:10 UTC 2022,-69,-13,-34,15.8,3690224436,36.1332181877184
Sat Aug 20 13:46:13 UTC 2022,-69,-13,-34,16.2,3704112394,37.3714662580768
Sat Aug 20 13:46:16 UTC 2022,-69,-13,-34,16.2,3717994360,37.4303121410088
Sat Aug 20 13:46:19 UTC 2022,-69,-13,-34,10.4,3731476360,35.6442883007933
Sat Aug 20 13:46:22 UTC 2022,-69,-13,-34,17.6,3745666914,37.0435436714934
Sat Aug 20 13:46:25 UTC 2022,-69,-13,-34,16.4,3758948182,34.7734500721596
Sat Aug 20 13:46:28 UTC 2022,-69,-13,-34,12.8,3771994264,35.1460894897875
Sat Aug 20 13:46:31 UTC 2022,-69,-13,-34,5.6,3784981924,34.9822389902986
Sat Aug 20 13:46:34 UTC 2022,-69,-13,-42,2.8,3799170980,38.0707421801462
Sat Aug 20 13:46:37 UTC 2022,-69,-13,-42,7.4,3810349056,27.8478091441453
Sat Aug 20 13:46:40 UTC 2022,-69,-13,-42,11,3818203070,21.0201756888266
Sat Aug 20 13:46:43 UTC 2022,-69,-13,-42,14.6,3827261476,24.3972516935932
Sat Aug 20 13:46:46 UTC 2022,-69,-13,-34,10,3839643944,33.2342676057187
Sat Aug 20 13:46:49 UTC 2022,-125,-125,-125,-125,3849000452,25.0982513954713
Sat Aug 20 13:46:52 UTC 2022,-69,-13,-34,15.2,3855381932,17.0753838943355
Sat Aug 20 13:46:55 UTC 2022,-69,-13,-34,8.8,3868014566,34.3485275683698
Sat Aug 20 13:46:58 UTC 2022,-69,-13,-34,4,3881303324,35.1946521248782
Sat Aug 20 13:47:01 UTC 2022,-69,-13,-34,3.8,3895765016,38.9389039543195
Sat Aug 20 13:47:04 UTC 2022,-69,-13,-34,0.4,3909384832,35.8537045412597
Sat Aug 20 13:47:07 UTC 2022,-69,-13,-34,-2.6,3922785940,35.0081473468901
Sat Aug 20 13:47:10 UTC 2022,-69,-13,-34,7.2,3936979490,38.3452460678945
Sat Aug 20 13:47:13 UTC 2022,-74,-13,-34,0.8,3948920048,31.2597341259814
Sat Aug 20 13:47:16 UTC 2022,-74,-13,-43,5.6,3962336136,36.0913453031702
Sat Aug 20 13:47:19 UTC 2022,-74,-13,-43,1.8,3975922996,36.3238124222197
Sat Aug 20 13:47:22 UTC 2022,-74,-13,-43,0.8,3989216248,34.9616330965942
Sat Aug 20 13:47:25 UTC 2022,-74,-13,-37,14.6,4003252508,37.8796362438483
Sat Aug 20 13:47:28 UTC 2022,-74,-13,-37,12.6,4017597356,37.7945684873155
Sat Aug 20 13:47:31 UTC 2022,-74,-13,-37,9.4,4031164742,34.4837205852917
Sat Aug 20 13:47:34 UTC 2022,-74,-13,-43,10.8,4045669876,38.9433263111867
Sat Aug 20 13:47:37 UTC 2022,-74,-13,-43,8.2,4058958634,33.0246653926282
Sat Aug 20 13:47:40 UTC 2022,-74,-13,-43,0.2,4073150686,38.257418187159
Sat Aug 20 13:47:43 UTC 2022,-74,-13,-43,6.2,4087350228,37.6031476104979
Sat Aug 20 13:47:46 UTC 2022,-74,-13,-43,0.6,4100035292,33.1149756949883
Sat Aug 20 13:47:49 UTC 2022,-125,-125,-125,-125,4112341362,33.4006471674465
Sat Aug 20 13:47:52 UTC 2022,-74,-13,-43,4.6,4125391938,34.1353364707302
Sat Aug 20 13:47:55 UTC 2022,-81,-18,-43,-9,4138808026,35.924920355811
Sat Aug 20 13:47:58 UTC 2022,-81,-18,-43,-6.8,4151494588,33.494223947627
Sat Aug 20 13:48:01 UTC 2022,-81,-18,-43,-4,4163872562,33.0571044980042
Sat Aug 20 13:48:04 UTC 2022,-86,-18,-43,-10,4172526508,22.3925576268658
Sat Aug 20 13:48:07 UTC 2022,-86,-18,-43,-9.2,4185506678,34.0898015091887
Sat Aug 20 13:48:10 UTC 2022,-73,-18,-43,7.6,4196681758,29.9486429807892
Sat Aug 20 13:48:14 UTC 2022,-73,-13,-37,2.2,4208760132,31.74830019384
Sat Aug 20 13:48:17 UTC 2022,-73,-13,-37,9.2,4219626624,28.7821499503658
Sat Aug 20 13:48:19 UTC 2022,-125,-125,-125,-125,4230502104,28.953871230436
Sat Aug 20 13:48:22 UTC 2022,-85,-13,-47,-3.2,4241193330,29.0300752020041
Sat Aug 20 13:48:25 UTC 2022,-80,-18,-47,-2.4,4250844944,26.146652857917
Sat Aug 20 13:48:28 UTC 2022,-80,-18,-47,-0.8,4262703112,31.9235814345653
Sat Aug 20 13:48:31 UTC 2022,-80,-18,-47,0.2,4273081256,27.4698622051435
Sat Aug 20 13:48:34 UTC 2022,-80,-18,-47,-2.6,4280324086,19.4857002521918
Sat Aug 20 13:48:37 UTC 2022,-80,-18,-47,-1.2,4290065580,26.2887257888012
Sat Aug 20 13:48:40 UTC 2022,-80,-18,-47,-1.6,4302143954,32.1900479748725
Sat Aug 20 13:48:43 UTC 2022,-80,-18,-47,-0.4,4310299066,21.3411571479351
Sat Aug 20 13:48:46 UTC 2022,-80,-18,-47,-2.8,4316966664,17.6337325862903
Sat Aug 20 13:48:49 UTC 2022,-80,-18,-47,-0.4,4325117282,22.1997393515834
Sat Aug 20 13:48:52 UTC 2022,-80,-18,-47,-4.8,4331762410,18.0062254180333
Sat Aug 20 13:48:55 UTC 2022,-86,-18,-47,-4.4,4341473944,26.3657149281297
Sat Aug 20 13:48:58 UTC 2022,-70,-13,-38,8.4,4352647526,29.6018511850132
Sat Aug 20 13:49:01 UTC 2022,-78,-13,-38,3.4,4365635186,34.8956049762404
Sat Aug 20 13:49:04 UTC 2022,-78,-13,-47,2.2,4376579574,27.9404259168171
Sat Aug 20 13:49:07 UTC 2022,-78,-13,-47,-1,4387681252,30.0505987639762
Sat Aug 20 13:49:10 UTC 2022,-78,-13,-39,-1,4400451702,34.6328443316036
Sat Aug 20 13:49:13 UTC 2022,-84,-18,-46,-2.8,4412909070,33.281908599546
Sat Aug 20 13:49:16 UTC 2022,-89,-18,-46,-5.4,4423777060,29.3115065031687
Sat Aug 20 13:49:19 UTC 2022,-89,-18,-46,-5.4,4439793676,42.6287161763394
Sat Aug 20 13:49:22 UTC 2022,-76,-9,-46,17.8,4455879200,42.948554984016
Sat Aug 20 13:49:25 UTC 2022,-76,-9,-46,7.4,4472784130,45.8007633786825
Sat Aug 20 13:49:28 UTC 2022,-76,-9,-46,12.4,4489711530,45.4470982395335
Sat Aug 20 13:49:31 UTC 2022,-76,-9,-46,13.2,4506150582,44.1798540136761
Sat Aug 20 13:49:34 UTC 2022,-70,-9,-37,21.4,4522459308,43.5001079927521
Sat Aug 20 13:49:37 UTC 2022,-70,-9,-44,17,4538763540,43.3171015383707
Sat Aug 20 13:49:40 UTC 2022,-70,-9,-44,13.8,4555443770,44.6648269954288
Sat Aug 20 13:49:43 UTC 2022,-70,-9,-44,14.8,4571737516,42.9500025553367
Sat Aug 20 13:49:46 UTC 2022,-82,-9,-52,13.8,4588040250,43.5650666853749
Sat Aug 20 13:49:49 UTC 2022,-87,-15,-52,-3.2,4603736294,41.4122388159591
Sat Aug 20 13:49:52 UTC 2022,-87,-15,-52,6.2,4619450314,41.8900570274789
Sat Aug 20 13:49:55 UTC 2022,-92,-15,-52,5.2,4630322798,29.245023749729
Sat Aug 20 13:49:58 UTC 2022,-87,-15,-52,0.4,4642705266,33.3401947582119
Sat Aug 20 13:50:01 UTC 2022,-94,-15,-52,-7.6,4655447254,34.1050914003401
Sat Aug 20 13:50:04 UTC 2022,-80,-10,-52,14.8,4668490340,34.8722233683623
Sat Aug 20 13:50:07 UTC 2022,-74,-10,-45,15.8,4681548406,34.9165028684272
Sat Aug 20 13:50:10 UTC 2022,-125,-125,-125,-125,4694224482,31.843729017483
Sat Aug 20 13:50:13 UTC 2022,-65,-10,-36,19.8,4707868266,36.4863072621953
Sat Aug 20 13:50:16 UTC 2022,-65,-10,-36,19.2,4721061152,35.1026095769979
Sat Aug 20 13:50:19 UTC 2022,-72,-10,-45,14,4734631534,36.4443251534398
Sat Aug 20 13:50:22 UTC 2022,-77,-10,-45,10.6,4748549452,37.3083372023758
Sat Aug 20 13:50:25 UTC 2022,-77,-10,-45,13.6,4759426430,29.0585901862242
Sat Aug 20 13:50:28 UTC 2022,-77,-10,-45,18.6,4773020780,36.5392436615041
Sat Aug 20 13:50:31 UTC 2022,-77,-10,-45,12.8,4785100652,31.1633991796291
Sat Aug 20 13:50:34 UTC 2022,-77,-10,-45,14,4797784218,33.6655560665393
Sat Aug 20 13:50:37 UTC 2022,-77,-10,-45,12,4810719448,34.587150644504
Sat Aug 20 13:50:40 UTC 2022,-125,-125,-125,-125,4822844260,32.3080534138216
Sat Aug 20 13:50:43 UTC 2022,-77,-10,-45,5.4,4834627528,31.4509654538984
Sat Aug 20 13:50:46 UTC 2022,-77,-10,-45,-2.6,4847317086,34.2426830874911
Sat Aug 20 13:50:49 UTC 2022,-77,-10,-45,-1.4,4859395460,32.0690369814402
Sat Aug 20 13:50:52 UTC 2022,-77,-10,-51,17,4872997300,36.7971355481772
Sat Aug 20 13:50:55 UTC 2022,-77,-10,-51,6,4885381266,32.771254832692
Sat Aug 20 13:50:58 UTC 2022,-77,-10,-51,15,4897157044,31.0599381012516
Sat Aug 20 13:51:02 UTC 2022,-77,-10,-51,15.6,4910501228,35.6186728503139
Sat Aug 20 13:51:05 UTC 2022,-77,-10,-51,13,4923322610,32.2848749510075
Sat Aug 20 13:51:08 UTC 2022,-84,-10,-51,5.8,4936004678,34.1955399701058
Sat Aug 20 13:51:11 UTC 2022,-78,-10,-51,11.8,4948384150,31.7821100076899
Sat Aug 20 13:51:14 UTC 2022,-78,-10,-51,10.6,4961151604,34.3758260848453
Sat Aug 20 13:51:17 UTC 2022,-78,-10,-51,10.4,4974148252,34.9467943350335
Sat Aug 20 13:51:20 UTC 2022,-78,-10,-43,-2,4986529222,32.6254801560646
Sat Aug 20 13:51:23 UTC 2022,-78,-10,-43,8.2,4999515384,35.1153506677534
Sat Aug 20 13:51:26 UTC 2022,-78,-15,-43,-2,5013109734,36.4591741830687
Sat Aug 20 13:51:29 UTC 2022,-78,-15,-43,9.4,5026398492,34.8680705127659
Sat Aug 20 13:51:32 UTC 2022,-78,-15,-43,15.8,5038783956,32.2599253463036
Sat Aug 20 13:51:35 UTC 2022,-86,-15,-54,15.8,5050862330,32.686339792562
Sat Aug 20 13:51:38 UTC 2022,-86,-15,-54,-5.6,5060824030,26.0694589443781
Sat Aug 20 13:51:41 UTC 2022,-96,-15,-60,4.2,5076048204,41.2256284339535
Sat Aug 20 13:51:44 UTC 2022,-91,-15,-60,-0.6,5081784046,15.0145772794132
Sat Aug 20 13:51:47 UTC 2022,-99,-20,-60,-8,5094469110,34.2960536816665
Sat Aug 20 13:51:50 UTC 2022,-92,-20,-60,1.8,5109565954,40.4624957420735
Sat Aug 20 13:51:53 UTC 2022,-87,-14,-60,4.6,5124664296,40.6459828789602
Sat Aug 20 13:51:56 UTC 2022,-82,-14,-50,3.8,5140366332,41.2191118163724
Sat Aug 20 13:51:59 UTC 2022,-82,-14,-50,2.8,5155163576,39.1113935749871
Sat Aug 20 13:52:02 UTC 2022,-74,-14,-43,9,5171509752,43.5470480442531
Sat Aug 20 13:52:05 UTC 2022,-74,-14,-43,4.2,5186614086,38.7507041917771
Sat Aug 20 13:52:08 UTC 2022,-74,-14,-43,-3.4,5202389524,42.3303903804543
Sat Aug 20 13:52:11 UTC 2022,-69,-14,-43,10.2,5218088564,41.1303128744057
Sat Aug 20 13:52:14 UTC 2022,-69,-14,-43,11,5233493996,40.5539732072302
Sat Aug 20 13:52:17 UTC 2022,-69,-14,-30,2.2,5249206518,42.1583850847036
Sat Aug 20 13:52:20 UTC 2022,-69,-14,-38,7.4,5264913048,41.4986178197891
Sat Aug 20 13:52:23 UTC 2022,-64,-14,-31,23.8,5280135724,40.7653203468748
Sat Aug 20 13:52:26 UTC 2022,-64,-14,-31,18.6,5295734398,40.4159729363132
Sat Aug 20 13:52:29 UTC 2022,-69,-14,-40,20.4,5310841728,39.2745538213593
Sat Aug 20 13:52:32 UTC 2022,-69,-14,-40,16.6,5325634478,39.4869779037653
Sat Aug 20 13:52:35 UTC 2022,-69,-14,-40,11.6,5342320700,44.5536529325996
Sat Aug 20 13:52:38 UTC 2022,-69,-9,-40,10.4,5357499934,36.3063713490493
Sat Aug 20 13:52:41 UTC 2022,-125,-125,-125,-125,5372035028,38.5381357104283
Sat Aug 20 13:52:44 UTC 2022,-69,-9,-40,15.6,5385961934,36.1103351152448
Sat Aug 20 13:52:47 UTC 2022,-69,-9,-40,19.6,5400156982,38.0601543598823
Sat Aug 20 13:52:50 UTC 2022,-69,-9,-31,12.2,5415856022,42.3946154746593
Sat Aug 20 13:52:54 UTC 2022,-69,-9,-40,17.6,5430952866,39.6483227162278
Sat Aug 20 13:52:57 UTC 2022,-69,-9,-40,9.4,5447556698,43.7307784910001
Sat Aug 20 13:53:00 UTC 2022,-64,-9,-34,12.4,5462716458,37.3663636611454
Sat Aug 20 13:53:03 UTC 2022,-70,-9,-41,8.4,5477754880,39.7561119404989
Sat Aug 20 13:53:06 UTC 2022,-70,-9,-41,12.6,5493540804,41.8761539744068
Sat Aug 20 13:53:09 UTC 2022,-70,-9,-41,14.2,5509555922,43.0044055215062
Sat Aug 20 13:53:12 UTC 2022,-125,-125,-125,-125,5524887952,40.8787408054836
Sat Aug 20 13:53:15 UTC 2022,-77,-9,-41,7.8,5541377936,42.838442006241
Sat Aug 20 13:53:18 UTC 2022,-77,-9,-41,8.8,5557084466,40.6874534628546
Sat Aug 20 13:53:21 UTC 2022,-77,-9,-41,8.8,5572570790,41.9055632732942
Sat Aug 20 13:53:24 UTC 2022,-77,-14,-41,4.6,5588332746,41.6680897146376
Sat Aug 20 13:53:27 UTC 2022,-77,-14,-41,2.8,5603735182,40.1619342305194
Sat Aug 20 13:53:30 UTC 2022,-77,-14,-41,2.8,5618960854,40.1510106212554
Sat Aug 20 13:53:33 UTC 2022,-77,-14,-41,7.8,5634358796,40.5472572644193
Sat Aug 20 13:53:36 UTC 2022,-77,-14,-41,3,5650666024,43.0930928056243
Sat Aug 20 13:53:40 UTC 2022,-77,-14,-41,3,5668791824,47.6702844163729
Sat Aug 20 13:53:43 UTC 2022,-85,-14,-52,3.4,5684188268,34.9064984201166
Sat Aug 20 13:53:46 UTC 2022,-85,-14,-52,-4.6,5699398960,41.2819561066255
Sat Aug 20 13:53:49 UTC 2022,-85,-14,-52,-4.6,5714802894,40.8946514559775
Sat Aug 20 13:53:52 UTC 2022,-85,-20,-46,-8.4,5728997942,37.2581050928497
Sat Aug 20 13:53:55 UTC 2022,-85,-20,-46,-9.4,5741280044,32.5320473034301
Sat Aug 20 13:53:58 UTC 2022,-85,-20,-46,-9.4,5755552988,37.5104436381552
Sat Aug 20 13:54:01 UTC 2022,-80,-15,-46,3,5769466412,37.771826879106
Sat Aug 20 13:54:04 UTC 2022,-80,-15,-46,8.2,5783363358,37.473541514382
Sat Aug 20 13:54:07 UTC 2022,-80,-15,-46,8.2,5796339034,33.9718753962533
Sat Aug 20 13:54:10 UTC 2022,-67,-15,-35,16.8,5810923562,39.3981224718194
Sat Aug 20 13:54:13 UTC 2022,-67,-15,-35,16.8,5826324500,40.7743830062001
Sat Aug 20 13:54:16 UTC 2022,-73,-10,-43,15,5840049176,36.3704462716381
Sat Aug 20 13:54:19 UTC 2022,-75,-10,-41,12.4,5853499718,36.2668659737779
Sat Aug 20 13:54:22 UTC 2022,-75,-10,-41,12.4,5867525492,37.8576924589062
Sat Aug 20 13:54:25 UTC 2022,-75,-10,-41,14.4,5882021638,39.136790276948
Sat Aug 20 13:54:28 UTC 2022,-82,-10,-51,4.4,5896525274,39.0017756589529
Sat Aug 20 13:54:31 UTC 2022,-82,-10,-51,4.4,5910465662,36.8594322505919
Sat Aug 20 13:54:34 UTC 2022,-82,-10,-51,10.6,5924259246,36.7355255576041
Sat Aug 20 13:54:37 UTC 2022,-75,-10,-51,20.6,5937455128,35.6488392721018
Sat Aug 20 13:54:40 UTC 2022,-75,-10,-51,20.6,5951221748,37.0706068317962
Sat Aug 20 13:54:43 UTC 2022,-75,-10,-41,19.2,5966007008,38.463055767435
Sat Aug 20 13:54:46 UTC 2022,-75,-10,-41,20.6,5980471696,38.4046501486145
Sat Aug 20 13:54:49 UTC 2022,-75,-10,-41,20.6,5991681230,30.1422594739199
Sat Aug 20 13:54:52 UTC 2022,-75,-10,-41,20.2,6004361800,34.1477799826861
Sat Aug 20 13:54:55 UTC 2022,-81,-10,-48,14,6017900724,36.6878302550131
Sat Aug 20 13:54:58 UTC 2022,-81,-10,-48,14,6030641214,34.3924906015739
Sat Aug 20 13:55:01 UTC 2022,-81,-10,-48,8.4,6044016856,34.119004565033
Sat Aug 20 13:55:04 UTC 2022,-92,-15,-57,-0.2,6057268164,35.3333923453848
Sat Aug 20 13:55:07 UTC 2022,-92,-15,-57,-0.2,6070853526,36.8080727438221
Sat Aug 20 13:55:10 UTC 2022,-92,-15,-51,5.4,6084260626,36.3785839411168
Sat Aug 20 13:55:13 UTC 2022,-125,-125,-125,-125,6095231978,28.9394476330557
Sat Aug 20 13:55:16 UTC 2022,-92,-15,-60,-0.4,6104892580,26.0141568116166
Sat Aug 20 13:55:19 UTC 2022,-92,-15,-60,-3,6117388896,33.2117314759846
Sat Aug 20 13:55:21 UTC 2022,-90,-8,-60,8.8,6130372062,35.2482516837528
Sat Aug 20 13:55:24 UTC 2022,-90,-8,-60,8.8,6143051134,34.3185890824402
Sat Aug 20 13:55:27 UTC 2022,-98,-8,-68,4,6151808442,23.5363728042215
Sat Aug 20 13:55:30 UTC 2022,-108,-13,-68,-5.2,6161161954,25.2388921249574
Sat Aug 20 13:55:33 UTC 2022,-108,-13,-68,-5.2,6166294102,13.812723069121
Sat Aug 20 13:55:36 UTC 2022,-108,-13,-68,-6.6,6172029944,15.1724515870884
Sat Aug 20 13:55:39 UTC 2022,-101,-13,-66,1.6,6179969344,21.4733291835618
Sat Aug 20 13:55:42 UTC 2022,-101,-13,-66,1.6,6189336338,25.1570619420111
Sat Aug 20 13:55:45 UTC 2022,-107,-13,-66,-7.8,6198875602,25.7651838762986
Sat Aug 20 13:55:48 UTC 2022,-107,-13,-66,-1.8,6208972122,26.6360747827275
Sat Aug 20 13:55:51 UTC 2022,-107,-13,-66,-1.8,6216217948,19.0068126894815
Sat Aug 20 13:55:54 UTC 2022,-99,-13,-66,-0.2,6221646700,14.6464798552842
Sat Aug 20 13:55:57 UTC 2022,-96,-13,-66,0.2,6231906502,27.6631986044873
Sat Aug 20 13:56:00 UTC 2022,-96,-13,-66,0.2,6246401150,39.0436916506248
Sat Aug 20 13:56:03 UTC 2022,-96,-13,-66,1.2,6260295100,36.4048353429263
Sat Aug 20 13:56:06 UTC 2022,-97,-13,-56,-9.8,6274058724,35.4577877185031
Sat Aug 20 13:56:09 UTC 2022,-97,-13,-56,-9.8,6287609632,36.5432781420236
Sat Aug 20 13:56:12 UTC 2022,-97,-13,-62,-1.2,6302481776,40.1640608356074
Sat Aug 20 13:56:15 UTC 2022,-91,-13,-62,-2.8,6317280518,39.7320717456155
Sat Aug 20 13:56:19 UTC 2022,-91,-13,-62,-2.8,6333586248,43.0296891430859
Sat Aug 20 13:56:21 UTC 2022,-85,-13,-54,5.2,6349903962,41.490414480421
Sat Aug 20 13:56:24 UTC 2022,-82,-13,-52,9.4,6366209692,43.9175686459442
Sat Aug 20 13:56:27 UTC 2022,-82,-13,-52,9.4,6382224810,42.9546430430401
Sat Aug 20 13:56:31 UTC 2022,-87,-13,-52,-3,6400048014,48.1427173832766
Sat Aug 20 13:56:34 UTC 2022,-87,-13,-52,-2,6416361234,42.137134099272
Sat Aug 20 13:56:37 UTC 2022,-87,-13,-52,-2,6433824918,46.7326581837481
Sat Aug 20 13:56:40 UTC 2022,-73,-13,-44,13.6,6450253484,42.7123243985195
Sat Aug 20 13:56:43 UTC 2022,-73,-13,-38,14.6,6467144932,45.533654760822
Sat Aug 20 13:56:46 UTC 2022,-73,-13,-38,14.6,6483799696,44.8440306132603
Sat Aug 20 13:56:49 UTC 2022,-73,-13,-47,23.2,6500709120,44.8861552433709
Sat Aug 20 13:56:52 UTC 2022,-79,-13,-47,18.2,6517703930,45.6238024226192
Sat Aug 20 13:56:55 UTC 2022,-79,-13,-47,18.2,6534841050,45.2932461592123
Sat Aug 20 13:56:58 UTC 2022,-95,-13,-62,5.6,6552742150,47.2945411698363
Sat Aug 20 13:57:01 UTC 2022,-95,-13,-62,5.6,6569118286,41.3611783438928
Sat Aug 20 13:57:04 UTC 2022,-95,-13,-62,9.2,6583374752,37.821563428522
Sat Aug 20 13:57:07 UTC 2022,-95,-13,-78,6.4,6592135056,23.5887920486567
Sat Aug 20 13:57:10 UTC 2022,-95,-13,-78,6.4,6605116724,33.5170517472259
Sat Aug 20 13:57:13 UTC 2022,-95,-13,-64,9,6617795796,34.1584807119832
Sat Aug 20 13:57:16 UTC 2022,-95,-20,-47,-14,6626849708,22.6377978236044
Sat Aug 20 13:57:19 UTC 2022,-95,-20,-47,-12,6636649624,25.7272208999032
Sat Aug 20 13:57:22 UTC 2022,-95,-11,-64,9.2,6649838016,34.5606763737386
Sat Aug 20 13:57:25 UTC 2022,-95,-11,-64,10.2,6662487128,33.196666567307
Sat Aug 20 13:57:28 UTC 2022,-95,-11,-64,-11,6672454820,26.8075040580771
Sat Aug 20 13:57:31 UTC 2022,-95,-11,-64,4.2,6683328802,29.2780909374709
Sat Aug 20 13:57:34 UTC 2022,-95,-11,-64,11.8,6691235246,19.9229283560486
Sat Aug 20 13:57:37 UTC 2022,-102,-11,-64,-13.6,6697273684,16.3054208335535
Sat Aug 20 13:57:40 UTC 2022,-102,-11,-70,6.8,6706242210,23.2799323620584
Sat Aug 20 13:57:43 UTC 2022,-102,-11,-70,-1.4,6710560944,11.1843887750309
Sat Aug 20 13:57:46 UTC 2022,-102,-20,-59,-12.2,6712671626,5.66616677213087
Sat Aug 20 13:57:49 UTC 2022,-114,-20,-65,-14.2,6718172282,14.4920206511271
Sat Aug 20 13:57:53 UTC 2022,-104,-13,-65,-0.8,6723000336,13.0804579288148
Sat Aug 20 13:57:55 UTC 2022,-104,-13,-65,-6.2,6727524296,11.5469189393919
Sat Aug 20 13:57:58 UTC 2022,-93,-13,-65,7.6,6736281604,23.8477246493416
Sat Aug 20 13:58:01 UTC 2022,-93,-13,-65,2.4,6748052888,31.8527216881296
Sat Aug 20 13:58:04 UTC 2022,-93,-13,-59,1.2,6757162226,24.1506656746513
Sat Aug 20 13:58:08 UTC 2022,-93,-13,-59,4.6,6765010248,21.0953012303743
Sat Aug 20 13:58:11 UTC 2022,-93,-13,-65,8.6,6774968952,25.773222053203
Sat Aug 20 13:58:13 UTC 2022,-87,-13,-59,16,6781913680,18.4247583646972
Sat Aug 20 13:58:16 UTC 2022,-87,-13,-59,9.8,6789460604,20.3391944372039
Sat Aug 20 13:58:19 UTC 2022,-87,-13,-52,12.2,6797305630,21.0046076419452
Sat Aug 20 13:58:22 UTC 2022,-82,-13,-52,3.6,6803050460,15.4824098464587
Sat Aug 20 13:58:25 UTC 2022,-82,-13,-46,19.4,6805767832,7.30682644572064
Sat Aug 20 13:58:28 UTC 2022,-72,-13,-39,21.4,6808485204,7.28043233629473
Sat Aug 20 13:58:32 UTC 2022,-72,-13,-46,3,6811201078,7.33793377087813
Sat Aug 20 13:58:34 UTC 2022,-72,-13,-46,4.2,6813915454,6.89799837375017
Sat Aug 20 13:58:38 UTC 2022,-72,-13,-46,19,6816631328,7.31545723052416
Sat Aug 20 13:58:41 UTC 2022,-72,-8,-46,13.6,6819350198,7.1685350155583
Sat Aug 20 13:58:44 UTC 2022,-72,-8,-46,14,6824781946,14.2441189826137
